Дата,Индекс,1 месяц,3 месяца,6 месяцев
4/13/21,2.20750263541590,4.30347854118059,4.19821435112575,4.21170261159012
4/12/21,2.20723292969353,4.29311949719395,4.19507141857379,4.21052136509752
4/11/21,2.20696513564159,4.28279533730121,4.19328753674987,4.20945309903461
4/10/21,2.20669734158966,4.27180643951536,4.19143606197387,4.20838453871160
4/9/21,2.20642954753773,4.26921674580293,4.18958415450942,4.20731568402213
4/8/21,2.20616057727556,4.25590119043590,4.18751336048111,4.20591045115437
4/7/21,2.20589647405388,4.24518988619348,4.18634612773543,4.20495447679386
4/6/21,2.20564750781464,4.24258575529999,4.18799062214501,4.20428235393060
4/5/21,2.20539071574500,4.23578794388179,4.18818152513387,4.20310413464864
4/4/21,2.20512616409770,4.22578719199919,4.18693063750722,4.20041287713711
4/3/21,2.20486161245040,4.21544581781785,4.18567945734384,4.19772095175424
4/2/21,2.20459706080311,4.20346903924812,4.18442798454288,4.19502835828305
4/1/21,2.20432831392648,4.19084501939963,4.18239641470911,4.19295076296773
3/31/21,2.20405959981088,4.18207442406239,4.18036641786381,4.19148924132155
3/30/21,2.20378910733963,4.17163154662177,4.17800513858519,4.18937881515112
3/29/21,2.20352045895491,4.16152527039784,4.17519686693221,4.18790933077364
3/28/21,2.20326035457057,4.15576833897615,4.17441922600610,4.18734874424687
3/27/21,2.20300025018623,4.15111231339564,4.17306533245109,4.18689239496824
3/26/21,2.20274014580189,4.14645522138849,4.17171101769407,4.18643591178829
3/25/21,2.20247403866461,4.13749933164322,4.16923935846787,4.18541746405643
3/24/21,2.20221580623583,4.12961817458620,4.16833899084120,4.18462626156884
3/23/21,2.20196122332179,4.12383793133345,4.16811219267303,4.18451177678420
3/22/21,2.20170546356383,4.11735742359044,4.16855656991768,4.18422802444924
3/21/21,2.20145582082256,4.11450904108190,4.17002232268492,4.18434534518609
3/20/21,2.20120617808129,4.11166002490636,4.17147174434260,4.18467987223105
3/19/21,2.20095653534002,4.10736128041680,4.17292156266297,4.18501447164270
3/18/21,2.20070872950774,4.10521191346869,4.17471391937153,4.18552122568258
3/17/21,2.20046034877796,4.10091318782298,4.17684204256806,4.18619681120926
3/16/21,2.20021139335181,4.09303221887293,4.17896999744067,4.18659064341688
3/15/21,2.19996246609195,4.08622596852674,4.18031413403187,4.18687183774466
3/14/21,2.19971302098232,4.08121310015965,4.18066061501514,4.18676390722492
3/13/21,2.19946357587269,4.07619913320212,4.18121510500296,4.18653549562522
3/12/21,2.19921413076307,4.07118406730477,4.18176972655235,4.18630701176798
3/11/21,2.19896652110822,4.06796010607896,4.18266669993870,4.18625055631352
3/10/21,2.19872014397428,4.06796010607635,4.18289227221900,4.18636339571100
3/9/21,2.19845813594986,4.06115402724696,4.17952541425730,4.18506398154463
3/8/21,2.19821490744858,4.03397766017516,4.17439064239052,4.18698773595433
3/7/21,2.19797167894731,4.02287792550210,4.16992272524686,4.18676842164603
3/6/21,2.19772845044603,4.01177592245739,4.16958454042419,4.18727365372122
3/5/21,2.19748522194475,4.00067165033999,4.16924623319475,4.18777900080094
3/4/21,2.19724021461123,3.99816425741295,4.16857582149205,4.18811752156005
3/3/21,2.19699583644422,3.99601506700592,4.16812974070975,4.18862521444099
3/2/21,2.19675449437511,3.99923885173320,4.16824534305039,4.18924636947592
3/1/21,2.19651017023015,4.00532822955719,4.16824737931492,4.18947240856339
2/28/21,2.19625871107361,4.05068659485624,4.16493839804039,4.19029078900831
2/27/21,2.19600725191706,4.05296765976143,4.16329736993711,4.19012597820678
2/26/21,2.19575579276052,4.05846977746155,4.16208954856999,4.19006938396736
2/25/21,2.19550556527692,4.06202998979771,4.16099190248805,4.19006853372126
2/24/21,2.19526138003848,4.06879447003829,4.16044542480155,4.19006920227794
2/23/21,2.19501730339743,4.07561898666772,4.16002345580437,4.19029408333859
2/22/21,2.19477322675638,4.08244510005268,4.16024443985331,4.19051900750368
2/21/21,2.19452915011533,4.09184594586597,4.16046545873525,4.19074397478740
2/20/21,2.19428507347428,4.09993758827794,4.16068651245859,4.19107733084275
2/19/21,2.19404342814329,4.10900029977998,4.16156675341519,4.19152219954941
2/18/21,2.19380000649874,4.11709206189600,4.16211714994441,4.19191117806331
2/17/21,2.19355961640379,4.12515186319629,4.16409477872178,4.19252272506352
2/16/21,2.19332466025525,4.13614083663832,4.16673328036550,4.19362959491812
2/15/21,2.19308792692834,4.14617488237908,4.16957983514113,4.19457225106152
2/14/21,2.19284766751479,4.15397160054963,4.17178161085746,4.19518874548300
2/13/21,2.19260740810124,4.16143050263504,4.17398399442167,4.19563646341806
2/12/21,2.19236714868768,4.16725683786275,4.17585263387354,4.19613721229133
2/11/21,2.19212571456788,4.17534900560024,4.17717233007195,4.19702585835173
2/10/21,2.19188010389323,4.18099785006151,4.17388279652814,4.19752527704578
2/9/21,2.19163031808163,4.18439701573152,4.16971341910872,4.19757472400229
2/8/21,2.19143338927295,4.21629782808194,4.17850507122888,4.20252056944221
2/7/21,2.19120951142778,4.23367329692408,4.18236038103968,4.20497093362229
2/6/21,2.19098563358260,4.25105282782046,4.18621675208103,4.20719743174576
2/5/21,2.19076175573743,4.26843642221239,4.19072748456213,4.20925550935633
2/4/21,2.19052169856498,4.27709599922740,4.19171437132729,4.20942376285205
2/3/21,2.19028166769729,4.28577179339639,4.19270633297849,4.20898190433029
2/2/21,2.19003566369123,4.29122660037245,4.19325644526854,4.20986419397855
2/1/21,2.18978188896821,4.29248922994472,4.19357234533135,4.21002621853171
1/31/21,2.18951621217578,4.28732867430097,4.19170489608626,4.20908459499269
1/30/21,2.18925053538336,4.28216591629999,4.18983687193665,4.20802902364836
1/29/21,2.18898485859093,4.27472445963070,4.18796283090083,4.20647122312815
1/28/21,2.18872880730306,4.27375472486280,4.18784932641389,4.20558143944900
1/27/21,2.18847398498974,4.27178669854887,4.18762667347850,4.20435912065920
1/26/21,2.18821319793738,4.26659499251616,4.18641328866851,4.20218751954073
1/25/21,2.18795723691268,4.26400916517079,4.18595975366161,4.20046322576431
1/24/21,2.18770136568826,4.26177829858783,4.18552254855047,4.19874682848352
1/23/21,2.18744549446385,4.25953086676797,4.18508518756146,4.19741591345294
1/22/21,2.18718962323943,4.25985173501295,4.18464230417588,4.19652595975498
1/21/21,2.18692898923660,4.25725734495623,4.18342866199636,4.19524646879141
