source_file,tenor_years,series_kind,pixel_x,tp
inputs/tp_10y_book.png,10,tp,480,1.6881009615384615
inputs/tp_10y_book.png,10,tp,481,1.65625
inputs/tp_10y_book.png,10,tp,482,1.5925480769230769
inputs/tp_10y_book.png,10,tp,483,1.5288461538461537
inputs/tp_10y_book.png,10,tp,484,1.471514423076923
inputs/tp_10y_book.png,10,tp,485,1.4014423076923077
inputs/tp_10y_book.png,10,tp,486,1.3313701923076922
inputs/tp_10y_book.png,10,tp,487,1.2804086538461539
inputs/tp_10y_book.png,10,tp,488,1.2612980769230768
inputs/tp_10y_book.png,10,tp,489,1.2358173076923076
inputs/tp_10y_book.png,10,tp,490,1.2167067307692307
inputs/tp_10y_book.png,10,tp,491,1.1912259615384615
inputs/tp_10y_book.png,10,tp,492,1.1657451923076922
inputs/tp_10y_book.png,10,tp,493,1.1402644230769232
inputs/tp_10y_book.png,10,tp,494,1.1211538461538462
inputs/tp_10y_book.png,10,tp,495,1.095673076923077
inputs/tp_10y_book.png,10,tp,496,1.0829326923076923
inputs/tp_10y_book.png,10,tp,497,1.1147836538461537
inputs/tp_10y_book.png,10,tp,498,1.1721153846153844
inputs/tp_10y_book.png,10,tp,499,1.2294471153846154
inputs/tp_10y_book.png,10,tp,500,1.2995192307692307
inputs/tp_10y_book.png,10,tp,501,1.3632211538461536
inputs/tp_10y_book.png,10,tp,502,1.4205528846153845
inputs/tp_10y_book.png,10,tp,503,1.4269230769230767
inputs/tp_10y_book.png,10,tp,504,1.4332932692307692
inputs/tp_10y_book.png,10,tp,505,1.4396634615384614
inputs/tp_10y_book.png,10,tp,506,1.4396634615384614
inputs/tp_10y_book.png,10,tp,507,1.4332932692307692
inputs/tp_10y_book.png,10,tp,508,1.4332932692307692
inputs/tp_10y_book.png,10,tp,509,1.4269230769230767
inputs/tp_10y_book.png,10,tp,510,1.4141826923076923
inputs/tp_10y_book.png,10,tp,511,1.4141826923076923
inputs/tp_10y_book.png,10,tp,512,1.4332932692307692
inputs/tp_10y_book.png,10,tp,513,1.4524038461538462
inputs/tp_10y_book.png,10,tp,514,1.471514423076923
inputs/tp_10y_book.png,10,tp,515,1.4778846153846155
inputs/tp_10y_book.png,10,tp,516,1.4842548076923077
inputs/tp_10y_book.png,10,tp,517,1.4842548076923077
inputs/tp_10y_book.png,10,tp,518,1.4842548076923077
inputs/tp_10y_book.png,10,tp,519,1.4842548076923077
inputs/tp_10y_book.png,10,tp,520,1.4842548076923077
inputs/tp_10y_book.png,10,tp,521,1.4778846153846155
inputs/tp_10y_book.png,10,tp,522,1.4906249999999999
inputs/tp_10y_book.png,10,tp,523,1.5161057692307691
inputs/tp_10y_book.png,10,tp,524,1.5415865384615386
inputs/tp_10y_book.png,10,tp,525,1.5606971153846154
inputs/tp_10y_book.png,10,tp,526,1.5861778846153844
inputs/tp_10y_book.png,10,tp,527,1.5925480769230769
inputs/tp_10y_book.png,10,tp,528,1.598918269230769
inputs/tp_10y_book.png,10,tp,529,1.598918269230769
inputs/tp_10y_book.png,10,tp,530,1.598918269230769
inputs/tp_10y_book.png,10,tp,531,1.598918269230769
inputs/tp_10y_book.png,10,tp,532,1.598918269230769
inputs/tp_10y_book.png,10,tp,533,1.6052884615384613
inputs/tp_10y_book.png,10,tp,534,1.6371394230769232
inputs/tp_10y_book.png,10,tp,535,1.6689903846153844
inputs/tp_10y_book.png,10,tp,536,1.6944711538461537
inputs/tp_10y_book.png,10,tp,537,1.7199519230769231
inputs/tp_10y_book.png,10,tp,538,1.7581730769230768
inputs/tp_10y_book.png,10,tp,539,1.8346153846153845
inputs/tp_10y_book.png,10,tp,540,1.9237980769230767
inputs/tp_10y_book.png,10,tp,541,2.0002403846153847
inputs/tp_10y_book.png,10,tp,542,2.0830528846153844
inputs/tp_10y_book.png,10,tp,543,2.1403846153846153
inputs/tp_10y_book.png,10,tp,544,2.1658653846153846
inputs/tp_10y_book.png,10,tp,545,2.191346153846154
inputs/tp_10y_book.png,10,tp,546,2.2231971153846155
inputs/tp_10y_book.png,10,tp,547,2.2486778846153843
inputs/tp_10y_book.png,10,tp,548,2.2741586538461536
inputs/tp_10y_book.png,10,tp,549,2.293269230769231
inputs/tp_10y_book.png,10,tp,550,2.3060096153846152
inputs/tp_10y_book.png,10,tp,551,2.3060096153846152
inputs/tp_10y_book.png,10,tp,552,2.3123798076923077
inputs/tp_10y_book.png,10,tp,553,2.3123798076923077
inputs/tp_10y_book.png,10,tp,554,2.3060096153846152
inputs/tp_10y_book.png,10,tp,555,2.3060096153846152
inputs/tp_10y_book.png,10,tp,556,2.2996394230769233
inputs/tp_10y_book.png,10,tp,557,2.261418269230769
inputs/tp_10y_book.png,10,tp,558,2.216826923076923
inputs/tp_10y_book.png,10,tp,559,2.159495192307692
inputs/tp_10y_book.png,10,tp,560,2.1085336538461537
inputs/tp_10y_book.png,10,tp,561,2.0448317307692307
inputs/tp_10y_book.png,10,tp,562,1.9938701923076922
inputs/tp_10y_book.png,10,tp,563,1.9110576923076923
inputs/tp_10y_book.png,10,tp,564,1.7963942307692309
inputs/tp_10y_book.png,10,tp,565,1.6753605769230768
inputs/tp_10y_book.png,10,tp,566,1.5288461538461537
inputs/tp_10y_book.png,10,tp,567,1.4014423076923077
inputs/tp_10y_book.png,10,tp,568,1.3950721153846153
inputs/tp_10y_book.png,10,tp,569,1.6116586538461537
inputs/tp_10y_book.png,10,tp,570,1.8919471153846155
inputs/tp_10y_book.png,10,tp,571,2.1722355769230766
inputs/tp_10y_book.png,10,tp,572,2.4461538461538463
inputs/tp_10y_book.png,10,tp,573,2.6627403846153843
inputs/tp_10y_book.png,10,tp,574,2.7710336538461537
inputs/tp_10y_book.png,10,tp,575,2.8665865384615383
inputs/tp_10y_book.png,10,tp,576,2.962139423076923
inputs/tp_10y_book.png,10,tp,577,3.0449519230769226
inputs/tp_10y_book.png,10,tp,578,3.1341346153846152
inputs/tp_10y_book.png,10,tp,579,3.2169471153846154
inputs/tp_10y_book.png,10,tp,580,3.299759615384615
inputs/tp_10y_book.png,10,tp,581,3.376201923076923
inputs/tp_10y_book.png,10,tp,582,3.4462740384615382
inputs/tp_10y_book.png,10,tp,583,3.5099759615384616
inputs/tp_10y_book.png,10,tp,584,3.5736778846153845
inputs/tp_10y_book.png,10,tp,585,3.662860576923077
inputs/tp_10y_book.png,10,tp,586,3.777524038461538
inputs/tp_10y_book.png,10,tp,587,3.8730769230769226
inputs/tp_10y_book.png,10,tp,588,3.968629807692307
inputs/tp_10y_book.png,10,tp,589,4.0578125
inputs/tp_10y_book.png,10,tp,590,4.146995192307693
inputs/tp_10y_book.png,10,tp,591,4.210697115384615
inputs/tp_10y_book.png,10,tp,592,4.217067307692307
inputs/tp_10y_book.png,10,tp,593,4.2234375
inputs/tp_10y_book.png,10,tp,594,4.2234375
inputs/tp_10y_book.png,10,tp,595,4.2234375
inputs/tp_10y_book.png,10,tp,596,4.2234375
inputs/tp_10y_book.png,10,tp,597,4.217067307692307
inputs/tp_10y_book.png,10,tp,598,4.210697115384615
inputs/tp_10y_book.png,10,tp,599,4.172475961538462
inputs/tp_10y_book.png,10,tp,600,4.127884615384615
